t v x
3.94 -0.069319 0.00389941
3.942 -0.0701636 0.00376077
3.944 -0.0709707 0.00362044
3.946 -0.07174 0.0034785
3.948 -0.072471 0.00333502
3.95 -0.0731634 0.00319008
3.952 -0.0738169 0.00304375
3.954 -0.0744312 0.00289612
3.956 -0.0750059 0.00274726
3.958 -0.0755407 0.00259724
3.96 -0.0760355 0.00244616
3.962 -0.07649 0.00229409
3.964 -0.0769039 0.00214111
3.966 -0.0772771 0.0019873
3.968 -0.0776093 0.00183275
3.97 -0.0779005 0.00167753
3.972 -0.0781505 0.00152173
3.974 -0.0783593 0.00136543
3.976 -0.0785266 0.00120871
3.978 -0.0786524 0.00105166
3.98 -0.0787367 0.000894353
3.982 -0.0787796 0.00073688
3.984 -0.0787808 0.00057932
3.986 -0.0787406 0.000421759
3.988 -0.0786589 0.000264278
3.99 -0.0785357 0.00010696
3.992 -0.0783713 -5.01115e-05
3.994 -0.0781656 -0.000206854
3.996 -0.0779189 -0.000363185
3.998 -0.0776312 -0.000519023
4 -0.0773028 -0.000674285
4.002 -0.0769338 -0.000828891
4.004 -0.0765245 -0.000982759
4.006 -0.0760751 -0.00113581
4.008 -0.0755859 -0.00128796
4.01 -0.0750571 -0.00143913
4.012 -0.0744891 -0.00158924
4.014 -0.0738822 -0.00173822
4.016 -0.0732368 -0.00188599
4.018 -0.0725532 -0.00203246
4.02 -0.0718319 -0.00217757
4.022 -0.0710731 -0.00232123
4.024 -0.0702775 -0.00246338
4.026 -0.0694454 -0.00260393
4.028 -0.0685773 -0.00274282
4.03 -0.0676737 -0.00287998
4.032 -0.0667352 -0.00301532
4.034 -0.0657623 -0.00314879
4.036 -0.0647555 -0.00328032
4.038 -0.0637154 -0.00340983
4.04 -0.0626426 -0.00353726
4.042 -0.0615378 -0.00366255
4.044 -0.0604015 -0.00378562
4.046 -0.0592344 -0.00390642
4.048 -0.0580373 -0.00402489
4.05 -0.0568107 -0.00414097
4.052 -0.0555554 -0.00425459
4.054 -0.0542721 -0.0043657
4.056 -0.0529616 -0.00447424
4.058 -0.0516245 -0.00458017
4.06 -0.0502618 -0.00468342
4.062 -0.048874 -0.00478394
4.064 -0.0474621 -0.00488169
4.066 -0.0460269 -0.00497661
4.068 -0.0445691 -0.00506867
4.07 -0.0430896 -0.0051578
4.072 -0.0415893 -0.00524398
4.074 -0.040069 -0.00532716
4.076 -0.0385296 -0.0054073
4.078 -0.0369719 -0.00548436
4.08 -0.0353969 -0.0055583
4.082 -0.0338055 -0.0056291
4.084 -0.0321985 -0.00569671
4.086 -0.0305769 -0.00576111
4.088 -0.0289417 -0.00582226
4.09 -0.0272936 -0.00588014
4.092 -0.0256337 -0.00593473
4.094 -0.023963 -0.005986
4.096 -0.0222823 -0.00603392
4.098 -0.0205926 -0.00607849
4.1 -0.0188949 -0.00611967
4.102 -0.0171902 -0.00615746
4.104 -0.0154793 -0.00619184
4.106 -0.0137633 -0.0062228
4.108 -0.0120432 -0.00625033
4.11 -0.0103198 -0.00627441
4.112 -0.00859417 -0.00629505
4.114 -0.00686729 -0.00631224
4.116 -0.00514011 -0.00632598
4.118 -0.00341358 -0.00633626
4.12 -0.00168867 -0.00634308
4.122 3.36621e-05 -0.00634646
4.124 0.00175246 -0.00634639
4.126 0.00346679 -0.00634289
4.128 0.00517568 -0.00633596
4.13 0.00687821 -0.0063256
4.132 0.00857344 -0.00631185
4.134 0.0102604 -0.0062947
4.136 0.0119383 -0.00627418
4.138 0.0136061 -0.0062503
4.14 0.0152629 -0.00622309
4.142 0.0169079 -0.00619257
4.144 0.0185401 -0.00615875
4.146 0.0201587 -0.00612167
4.148 0.0217629 -0.00608135
4.15 0.0233516 -0.00603783
4.152 0.0249242 -0.00599112
4.154 0.0264798 -0.00594128
4.156 0.0280176 -0.00588832
4.158 0.0295367 -0.00583228
4.16 0.0310364 -0.00577321
4.162 0.0325159 -0.00571113
4.164 0.0339744 -0.0056461
4.166 0.0354112 -0.00557815
4.168 0.0368255 -0.00550733
4.17 0.0382167 -0.00543368
4.172 0.039584 -0.00535725
4.174 0.0409267 -0.00527808
4.176 0.0422442 -0.00519623
4.178 0.0435359 -0.00511174
4.18 0.0448009 -0.00502466
4.182 0.0460389 -0.00493506
4.184 0.0472491 -0.00484299
4.186 0.048431 -0.00474849
4.188 0.049584 -0.00465162
4.19 0.0507076 -0.00455246
4.192 0.0518012 -0.00445104
4.194 0.0528644 -0.00434744
4.196 0.0538966 -0.00424171
4.198 0.0548974 -0.00413392
4.2 0.0558663 -0.00402412
4.202 0.0568029 -0.00391239
4.204 0.0577068 -0.00379878
4.206 0.0585776 -0.00368337
4.208 0.0594149 -0.00356622
4.21 0.0602184 -0.00344739
4.212 0.0609877 -0.00332695
4.214 0.0617226 -0.00320497
4.216 0.0624227 -0.00308153
4.218 0.0630878 -0.00295668
4.22 0.0637176 -0.00283051
4.222 0.064312 -0.00270307
4.224 0.0648706 -0.00257445
4.226 0.0653933 -0.00244471
4.228 0.06588 -0.00231392
4.23 0.0663305 -0.00218216
4.232 0.0667447 -0.0020495
4.234 0.0671224 -0.00191601
4.236 0.0674636 -0.00178177
4.238 0.0677682 -0.00164684
4.24 0.0680362 -0.0015113
4.242 0.0682676 -0.00137523
4.244 0.0684622 -0.00123869
4.246 0.0686203 -0.00110177
4.248 0.0687417 -0.000964529
4.25 0.0688265 -0.000827045
4.252 0.0688749 -0.000689392
4.254 0.0688869 -0.000551642
4.256 0.0688625 -0.000413869
4.258 0.068802 -0.000276144
4.26 0.0687055 -0.00013854
4.262 0.0685732 -1.12858e-06
4.264 0.0684051 0.000136018
4.266 0.0682016 0.000272828
4.268 0.0679629 0.000409231
4.27 0.0676891 0.000545157
4.272 0.0673806 0.000680535
4.274 0.0670375 0.000815296
4.276 0.0666603 0.000949371
4.278 0.0662491 0.00108269
4.28 0.0658044 0.00121519
4.282 0.0653264 0.0013468
4.284 0.0648155 0.00147745
4.286 0.0642721 0.00160708
4.288 0.0636965 0.00173563
4.29 0.0630891 0.00186302
4.292 0.0624503 0.0019892
4.294 0.0617807 0.0021141
4.296 0.0610805 0.00223766
4.298 0.0603502 0.00235982
4.3 0.0595904 0.00248052
4.302 0.0588015 0.0025997
4.304 0.0579839 0.00271731
4.306 0.0571383 0.00283327
4.308 0.056265 0.00294755
4.31 0.0553646 0.00306008
4.312 0.0544377 0.00317081
4.314 0.0534847 0.00327968
4.316 0.0525064 0.00338665
4.318 0.0515031 0.00349167
4.32 0.0504755 0.00359467
4.322 0.0494243 0.00369562
4.324 0.0483499 0.00379447
4.326 0.047253 0.00389117
4.328 0.0461342 0.00398568
4.33 0.0449942 0.00407795
4.332 0.0438335 0.00416793
4.334 0.0426528 0.0042556
4.336 0.0414528 0.00434091
4.338 0.0402341 0.00442381
4.34 0.0389973 0.00450428
4.342 0.0377432 0.00458228
4.344 0.0364724 0.00465776
4.346 0.0351856 0.00473071
4.348 0.0338835 0.00480108
4.35 0.0325667 0.00486885
4.352 0.031236 0.00493398
4.354 0.029892 0.00499645
4.356 0.0285356 0.00505623
4.358 0.0271673 0.00511331
4.36 0.0257879 0.00516764
4.362 0.0243981 0.00521922
4.364 0.0229986 0.00526801
4.366 0.0215902 0.00531401
4.368 0.0201735 0.00535719
4.37 0.0187494 0.00539754
4.372 0.0173185 0.00543504
4.374 0.0158815 0.00546967
4.376 0.0144392 0.00550144
4.378 0.0129924 0.00553031
4.38 0.0115417 0.0055563
4.382 0.0100879 0.00557938
4.384 0.00863167 0.00559956
4.386 0.00717384 0.00561682
4.388 0.00571508 0.00563117
4.39 0.00425614 0.0056426
4.392 0.00279775 0.00565111
4.394 0.00134063 0.00565671
4.396 -0.000114494 0.00565939
4.398 -0.00156689 0.00565916
4.4 -0.00301585 0.00565603
4.402 -0.00446064 0.00564999
4.404 -0.00590056 0.00564107
4.406 -0.00733488 0.00562927
4.408 -0.0087629 0.0056146
4.41 -0.0101839 0.00559708
4.412 -0.0115972 0.00557671
4.414 -0.0130022 0.00555351
4.416 -0.014398 0.00552751
4.418 -0.015784 0.00549871
4.42 -0.0171596 0.00546715
4.422 -0.0185241 0.00543283
4.424 -0.0198767 0.00539578
4.426 -0.0212169 0.00535602
4.428 -0.022544 0.00531359
4.43 -0.0238573 0.0052685
4.432 -0.0251561 0.00522079
4.434 -0.02644 0.00517048
4.436 -0.0277082 0.0051176
4.438 -0.02896 0.00506218
4.44 -0.030195 0.00500426
4.442 -0.0314125 0.00494387
4.444 -0.0326118 0.00488104
4.446 -0.0337925 0.00481582
4.448 -0.034954 0.00474824
4.45 -0.0360956 0.00467833
4.452 -0.0372168 0.00460614
4.454 -0.0383171 0.0045317
4.456 -0.039396 0.00445507
4.458 -0.0404529 0.00437628
4.46 -0.0414872 0.00429537
4.462 -0.0424986 0.0042124
4.464 -0.0434865 0.0041274
4.466 -0.0444505 0.00404043
4.468 -0.04539 0.00395153
4.47 -0.0463046 0.00386075
4.472 -0.0471939 0.00376814
4.474 -0.0480574 0.00367375
4.476 -0.0488947 0.00357763
4.478 -0.0497055 0.00347984
4.48 -0.0504893 0.00338043
4.482 -0.0512457 0.00327945
4.484 -0.0519744 0.00317696
4.486 -0.0526751 0.00307301
4.488 -0.0533473 0.00296766
4.49 -0.0539909 0.00286097
4.492 -0.0546054 0.00275299
4.494 -0.0551906 0.00264378
4.496 -0.0557462 0.0025334
4.498 -0.0562719 0.0024219
4.5 -0.0567676 0.00230936
4.502 -0.0572329 0.00219582
4.504 -0.0576676 0.00208136
4.506 -0.0580716 0.00196602
4.508 -0.0584446 0.00184988
4.51 -0.0587866 0.00173299
4.512 -0.0590973 0.00161542
4.514 -0.0593765 0.00149722
4.516 -0.0596243 0.00137847
4.518 -0.0598405 0.00125922
4.52 -0.0600249 0.00113954
4.522 -0.0601776 0.00101949
4.524 -0.0602984 0.000899136
4.526 -0.0603873 0.000778539
4.528 -0.0604444 0.000657765
4.53 -0.0604696 0.000536876
4.532 -0.0604629 0.000415937
4.534 -0.0604243 0.000295011
4.536 -0.060354 0.000174162
4.538 -0.0602519 5.34544e-05
4.54 -0.0601181 -6.70494e-05
4.542 -0.0599528 -0.000187286
4.544 -0.059756 -0.000307191
4.546 -0.0595279 -0.000426703
4.548 -0.0592687 -0.000545759
4.55 -0.0589784 -0.000664296
4.552 -0.0586574 -0.000782253
4.554 -0.0583057 -0.000899568
4.556 -0.0579236 -0.00101618
4.558 -0.0575114 -0.00113203
4.56 -0.0570692 -0.00124705
4.562 -0.0565973 -0.00136119
4.564 -0.0560961 -0.00147438
4.566 -0.0555659 -0.00158657
4.568 -0.0550068 -0.00169771
4.57 -0.0544193 -0.00180772
4.572 -0.0538037 -0.00191656
4.574 -0.0531604 -0.00202417
4.576 -0.0524898 -0.00213049
4.578 -0.0517921 -0.00223547
4.58 -0.051068 -0.00233905
4.582 -0.0503176 -0.00244119
4.584 -0.0495416 -0.00254182
4.586 -0.0487403 -0.00264091
4.588 -0.0479143 -0.00273839
4.59 -0.0470639 -0.00283421
4.592 -0.0461897 -0.00292834
4.594 -0.0452921 -0.00302072
4.596 -0.0443718 -0.00311131
4.598 -0.0434292 -0.00320005
4.6 -0.0424648 -0.00328691
4.602 -0.0414793 -0.00337184
4.604 -0.0404731 -0.0034548
4.606 -0.0394469 -0.00353574
4.608 -0.0384012 -0.00361464
4.61 -0.0373367 -0.00369144
4.612 -0.0362539 -0.00376611
4.614 -0.0351535 -0.00383862
4.616 -0.0340361 -0.00390893
4.618 -0.0329023 -0.003977
4.62 -0.0317527 -0.0040428
4.622 -0.0305881 -0.00410631
4.624 -0.0294091 -0.00416748
4.626 -0.0282163 -0.0042263
4.628 -0.0270105 -0.00428274
4.63 -0.0257922 -0.00433676
4.632 -0.0245623 -0.00438834
4.634 -0.0233213 -0.00443747
4.636 -0.0220701 -0.00448411
4.638 -0.0208092 -0.00452825
4.64 -0.0195395 -0.00456987
4.642 -0.0182615 -0.00460895
4.644 -0.0169761 -0.00464547
4.646 -0.015684 -0.00467942
4.648 -0.0143858 -0.00471079
4.65 -0.0130823 -0.00473956
4.652 -0.0117743 -0.00476573
4.654 -0.0104624 -0.00478927
4.656 -0.00914742 -0.0048102
4.658 -0.00783004 -0.00482849
4.66 -0.00651099 -0.00484415
4.662 -0.00519103 -0.00485718
4.664 -0.00387086 -0.00486756
4.666 -0.00255122 -0.0048753
4.668 -0.00123284 -0.0048804
4.67 8.35671e-05 -0.00488287
4.672 0.00139728 -0.0048827
4.674 0.00270758 -0.00487991
4.676 0.00401375 -0.00487449
4.678 0.00531508 -0.00486646
4.68 0.00661088 -0.00485583
4.682 0.00790043 -0.00484261
4.684 0.00918305 -0.00482681
4.686 0.010458 -0.00480844
4.688 0.0117247 -0.00478753
4.69 0.0129824 -0.00476408
4.692 0.0142305 -0.00473811
4.694 0.0154682 -0.00470965
4.696 0.0166949 -0.00467872
4.698 0.0179101 -0.00464533
4.7 0.019113 -0.00460951
4.702 0.0203029 -0.00457128
4.704 0.0214794 -0.00453067
4.706 0.0226418 -0.00448772
4.708 0.0237894 -0.00444243
4.71 0.0249218 -0.00439485
4.712 0.0260382 -0.00434501
4.714 0.0271382 -0.00429293
4.716 0.0282211 -0.00423866
4.718 0.0292865 -0.00418221
4.72 0.0303338 -0.00412364
4.722 0.0313625 -0.00406297
4.724 0.032372 -0.00400025
4.726 0.0333618 -0.00393551
4.728 0.0343316 -0.00386878
4.73 0.0352807 -0.00380012
4.732 0.0362088 -0.00372956
4.734 0.0371154 -0.00365714
4.736 0.038 -0.00358291
4.738 0.0388623 -0.00350691
4.74 0.0397018 -0.00342918
4.742 0.0405181 -0.00334978
4.744 0.0413109 -0.00326874
4.746 0.0420798 -0.00318612
4.748 0.0428245 -0.00310196
4.75 0.0435445 -0.00301631
4.752 0.0442397 -0.00292922
4.754 0.0449096 -0.00284075
4.756 0.0455541 -0.00275093
4.758 0.0461727 -0.00265982
4.76 0.0467654 -0.00256747
4.762 0.0473317 -0.00247394
4.764 0.0478715 -0.00237928
4.766 0.0483847 -0.00228354
4.768 0.0488709 -0.00218677
4.77 0.0493299 -0.00208902
4.772 0.0497618 -0.00199036
4.774 0.0501662 -0.00189084
4.776 0.050543 -0.00179051
4.778 0.0508921 -0.00168942
4.78 0.0512135 -0.00158764
4.782 0.051507 -0.00148521
4.784 0.0517725 -0.0013822
4.786 0.05201 -0.00127865
4.788 0.0522195 -0.00117463
4.79 0.0524009 -0.00107019
4.792 0.0525541 -0.000965391
4.794 0.0526793 -0.000860283
4.796 0.0527764 -0.000754924
4.798 0.0528454 -0.000649372
4.8 0.0528864 -0.000543681
4.802 0.0528994 -0.000437908
4.804 0.0528846 -0.000332109
4.806 0.0528419 -0.00022634
4.808 0.0527716 -0.000120656
4.81 0.0526737 -1.51133e-05
4.812 0.0525484 9.02342e-05
4.814 0.0523957 0.000195331
4.816 0.052216 0.000300122
4.818 0.0520092 0.000404554
4.82 0.0517757 0.000508573
4.822 0.0515156 0.000612124
4.824 0.0512291 0.000715155
4.826 0.0509164 0.000817614
4.828 0.0505779 0.000919446
4.83 0.0502137 0.0010206
4.832 0.049824 0.00112103
4.834 0.0494093 0.00122068
4.836 0.0489697 0.0013195
4.838 0.0485055 0.00141744
4.84 0.0480171 0.00151445
4.842 0.0475048 0.00161048
4.844 0.0469688 0.00170549
4.846 0.0464097 0.00179943
4.848 0.0458276 0.00189225
4.85 0.045223 0.0019839
4.852 0.0445962 0.00207435
4.854 0.0439477 0.00216354
4.856 0.0432777 0.00225144
4.858 0.0425868 0.00233799
4.86 0.0418752 0.00242317
4.862 0.0411436 0.00250692
4.864 0.0403921 0.0025892
4.866 0.0396214 0.00266999
4.868 0.0388318 0.00274923
4.87 0.0380239 0.00282689
4.872 0.0371979 0.00290294
4.874 0.0363545 0.00297734
4.876 0.0354941 0.00305005
4.878 0.0346172 0.00312103
4.88 0.0337243 0.00319027
4.882 0.0328158 0.00325772
4.884 0.0318923 0.00332335
4.886 0.0309542 0.00338713
4.888 0.0300022 0.00344904
4.89 0.0290366 0.00350905
4.892 0.0280581 0.00356712
4.894 0.0270671 0.00362324
4.896 0.0260642 0.00367737
4.898 0.0250499 0.0037295
4.9 0.0240248 0.0037796
4.902 0.0229894 0.00382765
4.904 0.0219442 0.00387363
4.906 0.0208899 0.00391752
4.908 0.0198269 0.00395929
4.91 0.0187559 0.00399895
4.912 0.0176773 0.00403646
4.914 0.0165918 0.00407182
4.916 0.0154998 0.004105
4.918 0.0144021 0.004136
4.92 0.0132991 0.0041648
4.922 0.0121914 0.0041914
4.924 0.0110795 0.00421578
4.926 0.00996418 0.00423794
4.928 0.00884584 0.00425787
4.93 0.0077251 0.00427556
4.932 0.00660252 0.00429101
4.934 0.00547869 0.00430422
4.936 0.00435416 0.00431518
4.938 0.00322952 0.00432388
4.94 0.00210533 0.00433034
4.942 0.000982156 0.00433455
4.944 -0.000139432 0.00433652
4.946 -0.00125887 0.00433624
4.948 -0.0023756 0.00433372
4.95 -0.00348905 0.00432897
4.952 -0.00459867 0.00432199
4.954 -0.0057039 0.00431279
4.956 -0.00680419 0.00430139
4.958 -0.007899 0.00428778
4.96 -0.00898777 0.00427198
4.962 -0.01007 0.004254
4.964 -0.011145 0.00423386
4.966 -0.0122125 0.00421157
4.968 -0.0132717 0.00418715
4.97 -0.0143223 0.00416061
4.972 -0.0153636 0.00413196
4.974 -0.0163952 0.00410123
4.976 -0.0174166 0.00406844
4.978 -0.0184272 0.00403361
4.98 -0.0194265 0.00399676
4.982 -0.0204142 0.0039579
4.984 -0.0213896 0.00391707
4.986 -0.0223522 0.0038743
4.988 -0.0233018 0.00382959
4.99 -0.0242376 0.00378299
4.992 -0.0251594 0.00373451
4.994 -0.0260666 0.00368419
4.996 -0.0269589 0.00363206
4.998 -0.0278357 0.00357814
5 -0.0286966 0.00352247
5.002 -0.0295413 0.00346508
5.004 -0.0303692 0.003406
5.006 -0.0311801 0.00334526
5.008 -0.0319735 0.0032829
5.01 -0.0327491 0.00321895
5.012 -0.0335064 0.00315345
5.014 -0.034245 0.00308644
5.016 -0.0349648 0.00301795
5.018 -0.0356652 0.00294802
5.02 -0.0363459 0.00287669
5.022 -0.0370067 0.002804
5.024 -0.0376471 0.00272998
5.026 -0.038267 0.00265469
5.028 -0.038866 0.00257816
5.03 -0.0394438 0.00250042
5.032 -0.0400001 0.00242154
5.034 -0.0405348 0.00234154
5.036 -0.0410474 0.00226047
5.038 -0.0415378 0.00217837
5.04 -0.0420058 0.0020953
5.042 -0.0424512 0.00201128
5.044 -0.0428736 0.00192638
5.046 -0.043273 0.00184063
5.048 -0.0436492 0.00175409
5.05 -0.044002 0.00166679
5.052 -0.0443311 0.00157879
5.054 -0.0446366 0.00149012
5.056 -0.0449182 0.00140085
5.058 -0.0451759 0.00131101
5.06 -0.0454094 0.00122066
5.062 -0.0456188 0.00112984
5.064 -0.045804 0.00103861
5.066 -0.0459648 0.000946998
5.068 -0.0461012 0.000855068
5.07 -0.0462131 0.000762866
5.072 -0.0463006 0.00067044
5.074 -0.0463637 0.000577838
5.076 -0.0464022 0.000485111
5.078 -0.0464162 0.000392307
5.08 -0.0464058 0.000299474
5.082 -0.0463709 0.000206663
5.084 -0.0463117 0.000113921
5.086 -0.0462281 2.12974e-05
5.088 -0.0461202 -7.11588e-05
5.09 -0.0459882 -0.000163399
5.092 -0.0458321 -0.000255376
5.094 -0.045652 -0.00034704
5.096 -0.0454481 -0.000438344
5.098 -0.0452205 -0.00052924
5.1 -0.0449693 -0.000619681
5.102 -0.0446946 -0.00070962
5.104 -0.0443968 -0.000799009
5.106 -0.0440759 -0.000887802
5.108 -0.0437322 -0.000975954
5.11 -0.0433658 -0.00106342
5.112 -0.042977 -0.00115015
5.114 -0.042566 -0.0012361
5.116 -0.0421331 -0.00132124
5.118 -0.0416785 -0.0014055
5.12 -0.0412025 -0.00148886
5.122 -0.0407054 -0.00157126
5.124 -0.0401875 -0.00165268
5.126 -0.039649 -0.00173305
5.128 -0.0390903 -0.00181235
5.13 -0.0385117 -0.00189053
5.132 -0.0379136 -0.00196755
5.134 -0.0372963 -0.00204338
5.136 -0.0366601 -0.00211797
5.138 -0.0360054 -0.00219129
5.14 -0.0353327 -0.0022633
5.142 -0.0346422 -0.00233397
5.144 -0.0339344 -0.00240325
5.146 -0.0332097 -0.00247112
5.148 -0.0324685 -0.00253754
5.15 -0.0317113 -0.00260248
5.152 -0.0309384 -0.0026659
5.154 -0.0301503 -0.00272778
5.156 -0.0293475 -0.00278808
5.158 -0.0285303 -0.00284677
5.16 -0.0276994 -0.00290383
5.162 -0.0268551 -0.00295923
5.164 -0.0259979 -0.00301294
5.166 -0.0251283 -0.00306494
5.168 -0.0242468 -0.00311519
5.17 -0.0233539 -0.00316369
5.172 -0.0224501 -0.0032104
5.174 -0.0215359 -0.0032553
5.176 -0.0206119 -0.00329837
5.178 -0.0196784 -0.00333959
5.18 -0.0187362 -0.00337895
5.182 -0.0177856 -0.00341642
5.184 -0.0168273 -0.00345199
5.186 -0.0158617 -0.00348565
5.188 -0.0148894 -0.00351737
5.19 -0.0139109 -0.00354715
5.192 -0.0129268 -0.00357497
5.194 -0.0119377 -0.00360082
5.196 -0.010944 -0.0036247
5.198 -0.0099463 -0.00364659
5.2 -0.0089452 -0.00366648
5.202 -0.00794123 -0.00368437
5.204 -0.00693494 -0.00370025
5.206 -0.00592687 -0.00371412
5.208 -0.00491758 -0.00372598
5.21 -0.00390763 -0.00373581
5.212 -0.00289756 -0.00374363
5.214 -0.00188793 -0.00374942
5.216 -0.000879281 -0.0037532
5.218 0.000127835 -0.00375496
5.22 0.00113287 -0.0037547
5.222 0.00213529 -0.00375244
5.224 0.00313455 -0.00374816
5.226 0.00413011 -0.0037419
5.228 0.00512144 -0.00373364
5.23 0.006108 -0.00372339
5.232 0.00708928 -0.00371118
5.234 0.00806474 -0.003697
5.236 0.00903387 -0.00368087
5.238 0.00999616 -0.0036628
5.24 0.0109511 -0.00364281
5.242 0.0118982 -0.00362091
5.244 0.0128369 -0.00359711
5.246 0.0137668 -0.00357144
5.248 0.0146874 -0.0035439
5.25 0.0155981 -0.00351453
5.252 0.0164986 -0.00348333
5.254 0.0173883 -0.00345033
5.256 0.0182669 -0.00341556
5.258 0.0191338 -0.00337902
5.26 0.0199886 -0.00334076
5.262 0.0208308 -0.00330078
5.264 0.0216602 -0.00325912
5.266 0.0224761 -0.0032158
5.268 0.0232783 -0.00317084
5.27 0.0240663 -0.00312429
5.272 0.0248397 -0.00307616
5.274 0.0255982 -0.00302648
5.276 0.0263413 -0.00297528
5.278 0.0270688 -0.0029226
5.28 0.0277802 -0.00286846
5.282 0.0284752 -0.0028129
5.284 0.0291535 -0.00275595
5.286 0.0298148 -0.00269764
5.288 0.0304587 -0.00263801
5.29 0.031085 -0.00257709
5.292 0.0316933 -0.00251492
5.294 0.0322834 -0.00245154
5.296 0.032855 -0.00238697
5.298 0.0334078 -0.00232126
5.3 0.0339416 -0.00225445
5.302 0.0344562 -0.00218656
5.304 0.0349513 -0.00211765
5.306 0.0354268 -0.00204775
5.308 0.0358823 -0.00197689
5.31 0.0363178 -0.00190513
5.312 0.036733 -0.00183249
5.314 0.0371278 -0.00175903
5.316 0.037502 -0.00168477
5.318 0.0378555 -0.00160977
5.32 0.0381881 -0.00153406
5.322 0.0384998 -0.00145768
5.324 0.0387904 -0.00138068
5.326 0.0390597 -0.0013031
5.328 0.0393078 -0.00122498
5.33 0.0395346 -0.00114637
5.332 0.0397399 -0.0010673
5.334 0.0399238 -0.000987816
5.336 0.0400862 -0.000907969
5.338 0.040227 -0.000827796
5.34 0.0403463 -0.000747342
5.342 0.040444 -0.00066665
5.344 0.0405202 -0.000585762
5.346 0.0405748 -0.000504721
5.348 0.040608 -0.000423572
5.35 0.0406197 -0.000342356
5.352 0.0406099 -0.000261117
5.354 0.0405788 -0.000179897
5.356 0.0405265 -9.8739e-05
5.358 0.0404529 -1.76861e-05
5.36 0.0403582 6.32197e-05
5.362 0.0402426 0.000143936
5.364 0.0401061 0.000224421
5.366 0.0399488 0.000304633
5.368 0.0397709 0.000384531
5.37 0.0395725 0.000464073
5.372 0.0393538 0.000543218
5.374 0.039115 0.000621926
5.376 0.0388563 0.000700156
5.378 0.0385777 0.000777868
5.38 0.0382796 0.000855024
5.382 0.0379621 0.000931583
5.384 0.0376254 0.00100751
5.386 0.0372698 0.00108276
5.388 0.0368955 0.0011573
5.39 0.0365027 0.00123109
5.392 0.0360917 0.00130409
5.394 0.0356628 0.00137628
5.396 0.0352162 0.0014476
5.398 0.0347522 0.00151803
5.4 0.0342711 0.00158754
5.402 0.0337731 0.00165608
5.404 0.0332586 0.00172363
5.406 0.0327279 0.00179014
5.408 0.0321813 0.0018556
5.41 0.031619 0.00191996
5.412 0.0310416 0.0019832
5.414 0.0304492 0.00204528
5.416 0.0298422 0.00210618
5.418 0.029221 0.00216587
5.42 0.0285859 0.00222431
5.422 0.0279373 0.00228148
5.424 0.0272755 0.00233736
5.426 0.0266009 0.00239191
5.428 0.025914 0.00244511
5.43 0.025215 0.00249694
5.432 0.0245043 0.00254737
5.434 0.0237825 0.00259637
5.436 0.0230497 0.00264394
5.438 0.0223066 0.00269004
5.44 0.0215533 0.00273465
5.442 0.0207905 0.00277776
5.444 0.0200184 0.00281934
5.446 0.0192375 0.00285938
5.448 0.0184482 0.00289785
5.45 0.0176509 0.00293475
5.452 0.0168461 0.00297005
5.454 0.0160342 0.00300374
5.456 0.0152156 0.00303581
5.458 0.0143908 0.00306624
5.46 0.0135601 0.00309502
5.462 0.0127241 0.00312214
5.464 0.0118831 0.00314759
5.466 0.0110376 0.00317136
5.468 0.0101881 0.00319343
5.47 0.00933494 0.00321381
5.472 0.00847862 0.00323248
5.474 0.00761956 0.00324944
5.476 0.00675822 0.00326468
5.478 0.00589503 0.00327819
5.48 0.00503046 0.00328998
5.482 0.00416493 0.00330004
5.484 0.00329889 0.00330837
5.486 0.00243278 0.00331497
5.488 0.00156706 0.00331984
5.49 0.000702152 0.00332297
5.492 -0.000161495 0.00332437
5.494 -0.00102344 0.00332405
5.496 -0.00188325 0.00332201
5.498 -0.0027405 0.00331824
5.5 -0.00359473 0.00331276
5.502 -0.00444553 0.00330557
5.504 -0.00529246 0.00329668
5.506 -0.00613511 0.00328609
5.508 -0.00697304 0.00327382
5.51 -0.00780583 0.00325988
5.512 -0.00863307 0.00324426
5.514 -0.00945434 0.003227
5.516 -0.0102692 0.00320809
5.518 -0.0110774 0.00318755
5.52 -0.0118783 0.0031654
5.522 -0.0126716 0.00314164
5.524 -0.013457 0.0031163
5.526 -0.014234 0.00308938
5.528 -0.0150022 0.00306091
5.53 -0.0157613 0.00303091
5.532 -0.0165109 0.00299939
5.534 -0.0172507 0.00296637
5.536 -0.0179801 0.00293186
5.538 -0.018699 0.0028959
5.54 -0.0194069 0.00285851
5.542 -0.0201035 0.00281969
5.544 -0.0207885 0.00277948
5.546 -0.0214615 0.00273791
5.548 -0.0221222 0.00269498
5.55 -0.0227702 0.00265074
5.552 -0.0234053 0.0026052
5.554 -0.0240272 0.00255839
5.556 -0.0246355 0.00251033
5.558 -0.0252299 0.00246106
5.56 -0.0258102 0.0024106
5.562 -0.0263761 0.00235898
5.564 -0.0269273 0.00230623
5.566 -0.0274635 0.00225238
5.568 -0.0279845 0.00219745
5.57 -0.0284901 0.00214148
5.572 -0.0289799 0.0020845
5.574 -0.0294538 0.00202654
5.576 -0.0299116 0.00196763
5.578 -0.030353 0.00190781
5.58 -0.0307778 0.0018471
5.582 -0.0311858 0.00178555
5.584 -0.0315768 0.00172318
5.586 -0.0319507 0.00166002
5.588 -0.0323073 0.00159612
5.59 -0.0326464 0.00153151
